start_date,end_date,current_flag,dataset_row_id,creation_date,status,completion_date,service_request_number,type_of_service_request,number_of_premises_baited,number_of_premises_with_garbage,number_of_premises_with_rats,current_activity,most_recent_action,street_address,zip_code,x_coordinate,y_coordinate,ward,police_district,community_area,latitude,longitude,location
2014-08-13 21:52:54.758983,,True,57508,2014-04-21,Completed,2014-05-06,14-00570195,Rodent Baiting/Rat Complaint,1,1,1.0,Dispatch Crew,Inspected and baited,5028 S UNION AVE,60609,1172488.3900081,1871411.46000471,3,9,61,41.8025933523,-87.6429352867701,"(41.802593352300015, -87.64293528677007)"
2014-08-13 21:52:54.758983,,True,57518,2014-04-26,Completed,2014-05-12,14-00604322,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Backyard serviced, contact made",2208 E 68TH ST,60649,1192084.86060554,1860311.82851555,5,3,43,41.7716808022961,-87.5714282844442,"(41.77168080229607, -87.57142828444417)"
2014-08-13 21:52:54.758983,,True,57825,2014-03-14,Completed,2014-03-20,14-00362903,Rodent Baiting/Rat Complaint,1,2,1.0,Dispatch Crew,Inspected and baited,6755 S MERRILL AVE,60649,1191707.49262,1860599.46549821,5,3,43,41.7724792652593,-87.5728022421937,"(41.77247926525927, -87.57280224219372)"
2014-08-13 21:52:54.758983,,True,57927,2014-04-03,Completed,2014-04-10,14-00477601,Rodent Baiting/Rat Complaint,0,7,0.0,Dispatch Crew,Inspected and baited,4927 S ST LAWRENCE AVE,60615,1181089.43676821,1872477.90037059,4,2,38,41.8053258437751,-87.6113589149699,"(41.80532584377506, -87.6113589149699)"
2014-08-13 21:52:54.758983,,True,58645,2014-05-06,Completed,2014-05-21,14-00661152,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Backyard serviced, contact made",6658 S WABASH AVE,60637,1177753.42457146,1860866.3064104,20,3,69,41.7735387335461,-87.6239453284453,"(41.77353873354609, -87.62394532844529)"
2014-08-13 21:52:54.758983,,True,58795,2014-08-09,Open,,14-01306382,Rodent Baiting/Rat Complaint,,,,,,536 W ENGLEWOOD AVE,60621,1173644.7545044,1863470.35569741,20,7,68,41.7807765524222,-87.6389296477413,"(41.78077655242219, -87.63892964774132)"
2014-08-13 21:52:54.758983,,True,59068,2014-08-01,Open,,14-01249606,Rodent Baiting/Rat Complaint,,,,,,4837 S ST LAWRENCE AVE,60615,1181074.32011343,1873074.16530671,4,2,38,41.806962392689,-87.6113959869565,"(41.80696239268902, -87.61139598695652)"
2014-08-13 21:52:54.758983,,True,59428,2014-06-27,Completed,2014-07-18,14-00996979,Rodent Baiting/Rat Complaint,2,2,5.0,Dispatch Crew,Inspected and baited,644 W 48TH PL,60609,1172798.49990909,1872728.48512058,11,9,61,41.8062005623949,-87.6417591186277,"(41.80620056239486, -87.6417591186277)"
2014-08-13 21:52:54.758983,,True,59414,2014-03-03,Completed,2014-03-06,14-00302324,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",4723 S CHAMPLAIN AVE,60615,1181394.13902598,1873840.62349609,4,2,38,41.809058238415,-87.6101993514761,"(41.809058238415, -87.61019935147613)"
2014-08-13 21:52:54.758983,,True,59756,2014-05-08,Completed,2014-05-21,14-00677614,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5610 S PRAIRIE AVE,60637,1178996.8558025,1867882.44256862,20,2,40,41.7927634685978,-87.6191736048188,"(41.79276346859783, -87.61917360481883)"
2014-08-13 21:52:54.758983,,True,59870,2014-05-22,Completed,2014-06-03,14-00761794,Rodent Baiting/Rat Complaint,1,2,1.0,Dispatch Crew,Inspected and baited,4612 S UNION AVE,60609,1172405.61767481,1874247.89220661,11,9,61,41.8103786345884,-87.6431553127438,"(41.810378634588446, -87.64315531274384)"
2014-08-13 21:52:54.758983,,True,60073,2014-04-17,Completed,2014-04-29,14-00558621,Rodent Baiting/Rat Complaint,0,3,0.0,Dispatch Crew,"Backyard serviced, contact made",4529 S VINCENNES AVE,60653,1180376.33003007,1874981.44997442,3,2,38,41.812212200269,-87.6138974094263,"(41.812212200269016, -87.61389740942633)"
2014-08-13 21:52:54.758983,,True,60312,2014-05-21,Completed,2014-06-02,14-00755098,Rodent Baiting/Rat Complaint,0,2,0.0,Dispatch Crew,"No contact, left door hanger",750 E 69TH PL,60637,1181950.21872093,1858899.3584924,6,3,42,41.7680452106367,-87.6086217150445,"(41.76804521063666, -87.60862171504448)"
2014-08-13 21:52:54.758983,,True,88573,2014-03-13,Completed,2014-03-19,14-00355639,Rodent Baiting/Rat Complaint,0,10,4.0,Dispatch Crew,"Area inspected, no cause and no baiting",6337 S ST LAWRENCE AVE,60637,1181324.03296982,1863121.52057713,20,3,42,41.7796456932141,-87.610786929485,"(41.77964569321409, -87.610786929485)"
2014-08-13 21:52:54.758983,,True,89448,2014-02-26,Completed,2014-03-05,14-00277365,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5237 S CORNELL AVE,60615,1188055.35779512,1870787.58981246,4,2,41,41.8005241045935,-87.5858650438934,"(41.80052410459346, -87.58586504389345)"
2014-08-13 21:52:54.758983,,True,89691,2014-06-23,Completed,2014-07-16,14-00967468,Rodent Baiting/Rat Complaint,2,4,2.0,Dispatch Crew,Inspected and baited,5729 S PRINCETON AVE,60621,1175265.53312672,1866947.88700674,20,7,68,41.7902831957822,-87.6328837309813,"(41.790283195782244, -87.63288373098132)"
2014-08-13 21:52:54.758983,,True,89869,2014-06-05,Completed,2014-06-23,14-00848920,Rodent Baiting/Rat Complaint,0,1,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",4500 S MICHIGAN AVE,60653,1177909.17676622,1875287.8468798,3,2,38,41.813109301026,-87.622937522381,"(41.81310930102595, -87.62293752238102)"
2014-08-13 21:52:54.758983,,True,90657,2014-05-14,Completed,2014-05-27,14-00709515,Rodent Baiting/Rat Complaint,1,4,1.0,Dispatch Crew,Inspected and baited,6830 S DR MARTIN LUTHER KING JR DR,60637,1180097.16471959,1859781.35697442,20,3,69,41.7705081500186,-87.6153869702586,"(41.770508150018614, -87.6153869702586)"
2014-08-13 21:52:54.758983,,True,90875,2014-03-09,Completed,2014-03-13,14-00331692,Rodent Baiting/Rat Complaint,0,8,3.0,Dispatch Crew,"Area inspected, no cause and no baiting",6639 S RACINE AVE,60636,1169463.62020325,1860762.16001172,17,7,68,41.773436564512,-87.6543368530398,"(41.77343656451203, -87.65433685303981)"
2014-08-13 21:52:54.758983,,True,90877,2014-07-16,Completed,2014-08-06,14-01131608,Rodent Baiting/Rat Complaint,1,4,1.0,Dispatch Crew,Inspected and baited,5152 S ABERDEEN ST,60609,1169857.45126883,1870634.65671587,16,9,61,41.8005193038585,-87.652606626988,"(41.8005193038585, -87.65260662698805)"
2014-08-13 21:52:54.758983,,True,91596,2014-04-25,Completed,2014-05-12,14-00599438,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5114 S WABASH AVE,60615,1177581.39898111,1871121.0975816,3,2,40,41.8016827948499,-87.6242659090117,"(41.80168279484988, -87.62426590901174)"
2014-08-13 21:52:54.758983,,True,91782,2014-04-17,Completed,2014-04-29,14-00556769,Rodent Baiting/Rat Complaint,,,,Dispatch Crew,"No contact, left door hanger",1244 E 70TH ST,60637,1185715.31542007,1858845.9198908,5,3,69,41.7678106867829,-87.594822739968,"(41.76781068678286, -87.594822739968)"
2014-08-13 21:52:54.758983,,True,91883,2014-03-24,Completed,2014-04-01,14-00419245,Rodent Baiting/Rat Complaint,3,2,3.0,Dispatch Crew,Inspected and baited,1042 W 48TH ST,60609,1170174.59737768,1872984.17991701,3,9,61,41.8069597504386,-87.6513751881897,"(41.80695975043855, -87.65137518818966)"
2014-08-13 21:52:54.758983,,True,92116,2014-07-08,Completed,2014-08-08,14-01068325,Rodent Baiting/Rat Complaint,0,2,0.0,Dispatch Crew,Inspected and baited,256 W SWANN ST,60609,1175268.9222039,1874083.46009275,3,9,37,41.8098638364025,-87.6326580273901,"(41.809863836402485, -87.63265802739008)"
2014-08-13 21:52:54.758983,,True,120135,2014-03-11,Completed,2014-03-26,14-00346390,Rodent Baiting/Rat Complaint,1,4,1.0,Dispatch Crew,Inspected and baited,5642 S CALUMET AVE,60637,1179446.47992696,1867680.71237387,20,2,40,41.7921996407754,-87.6175310630022,"(41.79219964077541, -87.61753106300223)"
2014-08-13 21:52:54.758983,2014-08-22 00:00:00,False,120138,2014-08-03,Open,,14-01258770,Rodent Baiting/Rat Complaint,,,,,,5500 S LAKE PARK AVE,60637,1187613.0411811,1868838.0185071,5,2,41,41.7951848833263,-87.5875491633898,"(41.79518488332632, -87.58754916338975)"
2014-08-13 21:52:54.758983,,True,120496,2014-04-08,Completed,2014-04-16,14-00499714,Rodent Baiting/Rat Complaint,0,2,0.0,Dispatch Crew,Inspected and baited,6500 S GREENWOOD AVE,60637,1184338.58013336,1862125.49590581,20,3,42,41.7768424728503,-87.5997664990499,"(41.77684247285034, -87.59976649904992)"
2014-08-13 21:52:54.758983,,True,120535,2014-04-25,Completed,2014-05-12,14-00597543,Rodent Baiting/Rat Complaint,0,2,0.0,Dispatch Crew,Inspected and baited,4641 S VINCENNES AVE,60653,1180399.43471122,1874261.58102191,3,2,38,41.810236290003,-87.6138347693237,"(41.81023629000301, -87.61383476932372)"
2014-08-13 21:52:54.758983,,True,120561,2014-04-29,Completed - Dup,2014-05-13,14-00615715,Rodent Baiting/Rat Complaint,,,,,,1352 E PARK PL,60637,1186114.9353986,1868560.87839468,5,2,41,41.7944599224542,-87.5930514073142,"(41.79445992245416, -87.59305140731423)"
2014-08-13 21:52:54.758983,,True,120764,2014-07-06,Completed,2014-08-04,14-01051362,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5208 S INGLESIDE AVE,60615,1183422.73848805,1870824.77333312,4,2,41,41.8007354289227,-87.6028529453451,"(41.80073542892274, -87.60285294534509)"
2014-08-13 21:52:54.758983,,True,121004,2014-04-15,Completed,2014-04-29,14-00541237,Rodent Baiting/Rat Complaint,,,,Dispatch Crew,"No contact, left door hanger",6137 S EVANS AVE,60637,1182277.02012708,1864480.16527323,20,3,42,41.7833519129655,-87.6072511363019,"(41.78335191296546, -87.60725113630185)"
2014-08-13 21:52:54.758983,,True,121031,2014-03-25,Completed - Dup,2014-04-01,14-00422085,Rodent Baiting/Rat Complaint,,,,,,4843 S PRAIRIE AVE,60615,1178859.48629544,1872969.2133338,3,2,38,41.8067251607993,-87.619522422516,"(41.806725160799346, -87.61952242251604)"
2014-08-13 21:52:54.758983,,True,121335,2014-07-15,Completed,2014-08-04,14-01120667,Rodent Baiting/Rat Complaint,0,1,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5117 S DORCHESTER AVE,60615,1186419.18851466,1871374.39387968,4,2,41,41.8021732243707,-87.5918467416415,"(41.80217322437073, -87.59184674164153)"
2014-08-13 21:52:54.758983,,True,122146,2014-02-24,Completed,2014-02-26,14-00260368,Rodent Baiting/Rat Complaint,2,7,2.0,Dispatch Crew,"Backyard serviced, contact made",4736 S LANGLEY AVE,60615,1181729.77656951,1873762.87309591,4,2,38,41.8088371287873,-87.6089707155419,"(41.80883712878725, -87.60897071554189)"
2014-08-13 21:52:54.758983,,True,122304,2014-05-06,Completed,2014-05-19,14-00661620,Rodent Baiting/Rat Complaint,0,5,2.0,Dispatch Crew,Inspected and baited,643 W 53RD ST,60609,1172818.13841399,1869743.33419874,3,9,61,41.7980085674597,-87.6417751801523,"(41.798008567459746, -87.64177518015227)"
2014-08-13 21:52:54.758983,,True,122327,2014-04-29,Completed,2014-05-14,14-00622104,Rodent Baiting/Rat Complaint,0,4,0.0,Dispatch Crew,Inspected and baited,5225 S MAY ST,60609,1169539.35458772,1870142.0629895,16,9,61,41.7991744789743,-87.6537874683672,"(41.7991744789743, -87.65378746836717)"
2014-08-13 21:52:54.758983,,True,122671,2014-04-17,Completed,2014-04-28,14-00553354,Rodent Baiting/Rat Complaint,1,3,1.0,Dispatch Crew,Inspected and baited,5237 S CORNELL AVE,60615,1188055.35779512,1870787.58981246,4,2,41,41.8005241045935,-87.5858650438934,"(41.80052410459346, -87.58586504389345)"
2014-08-13 21:52:54.758983,,True,123200,2014-02-24,Completed,2014-02-26,14-00262704,Rodent Baiting/Rat Complaint,1,5,1.0,Dispatch Crew,Inspected and baited,5215 S KIMBARK AVE,60615,1185551.33127693,1870865.08999498,4,2,41,41.8007961562922,-87.5950455294058,"(41.80079615629219, -87.59504552940581)"
2014-08-13 21:52:54.758983,,True,123209,2014-04-25,Completed - Dup,2014-04-28,14-00597149,Rodent Baiting/Rat Complaint,,,,,,5237 S CORNELL AVE,60615,1188055.35779512,1870787.58981246,4,2,41,41.8005241045935,-87.5858650438934,"(41.80052410459346, -87.58586504389345)"
2014-08-13 21:52:54.758983,,True,123770,2014-07-08,Completed - Dup,2014-07-29,14-01071271,Rodent Baiting/Rat Complaint,,,,,,5517 S GREEN ST,60621,1171580.0100203,1868152.02031907,20,7,68,41.793669073398,-87.6463622332255,"(41.79366907339805, -87.64636223322553)"
2014-08-13 21:52:54.758983,,True,28259,2014-05-01,Completed,2014-05-07,14-00631550,Rodent Baiting/Rat Complaint,1,1,1.0,Dispatch Crew,"Backyard serviced, contact made",5513 S KENWOOD AVE,60637,1186044.8353986,1868633.87839468,5,2,41,41.7946618963072,-87.5933061539896,"(41.79466189630724, -87.59330615398957)"
2014-08-13 21:52:54.758983,,True,28403,2014-07-20,Completed - Dup,2014-08-08,14-01155794,Rodent Baiting/Rat Complaint,,,,,,5349 S PRINCETON AVE,60609,1175194.59682583,1869474.07438156,3,9,37,41.7972168969156,-87.633068381771,"(41.797216896915636, -87.63306838177101)"
2014-08-13 21:52:54.758983,,True,28744,2014-02-22,Completed,2014-02-28,14-00252536,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",6951 S NORMAL BLVD,60621,1174149.06431373,1858823.58502664,6,7,68,41.7680140958182,-87.6372186545586,"(41.76801409581815, -87.63721865455858)"
2014-08-13 21:52:54.758983,,True,28911,2014-08-02,Open,,14-01256422,Rodent Baiting/Rat Complaint,,,,,,5340 S HARPER AVE,60615,1187184.28999429,1870207.41037125,4,2,41,41.7989527916727,-87.5890778989371,"(41.79895279167269, -87.58907789893709)"
2014-08-13 21:52:54.758983,,True,29263,2014-07-02,Completed,2014-08-06,14-01031372,Rodent Baiting/Rat Complaint,0,4,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",6611 S RACINE AVE,60636,1169458.62020325,1860949.76001172,17,7,68,41.7739514704538,-87.6543497524708,"(41.77395147045382, -87.65434975247084)"
2014-08-13 21:52:54.758983,,True,29412,2014-06-30,Completed,2014-07-30,14-01016335,Rodent Baiting/Rat Complaint,0,5,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",4700 S CHAMPLAIN AVE,60615,1181389.83902598,1873994.62349609,4,2,38,41.8094809261393,-87.6102103702277,"(41.80948092613929, -87.61021037022766)"
2014-08-13 21:52:54.758983,,True,29745,2014-04-24,Completed,2014-04-28,14-00594328,Rodent Baiting/Rat Complaint,1,0,1.0,Dispatch Crew,Inspected and baited,5516 S PERRY AVE,60621,1176642.39001844,1868315.7302026,3,2,40,41.794005800212,-87.6277940346859,"(41.79400580021199, -87.62779403468588)"
2014-08-13 21:52:54.758983,,True,29837,2014-06-12,Completed,2014-06-23,14-00896469,Rodent Baiting/Rat Complaint,1,1,1.0,Dispatch Crew,Inspected and baited,6821 S ABERDEEN ST,60621,1170158.89706724,1859574.81486982,17,7,68,41.7701632514801,-87.6518226190948,"(41.770163251480085, -87.65182261909483)"
2014-08-13 21:52:54.758983,2014-08-22 00:00:00,False,30723,2014-07-23,Open - Dup,,14-01185516,Rodent Baiting/Rat Complaint,,,,,,4953 S MICHIGAN AVE,60615,1177994.82727229,1872212.37351438,3,2,38,41.8046679867215,-87.6227166326218,"(41.8046679867215, -87.62271663262177)"
2014-08-13 21:52:54.758983,,True,31178,2014-06-11,Completed,2014-06-20,14-00887989,Rodent Baiting/Rat Complaint,2,10,2.0,Dispatch Crew,Inspected and baited,5026 S UNION AVE,60609,1172487.7900081,1871433.66000471,3,9,61,41.8026542846191,-87.6429368332585,"(41.802654284619116, -87.64293683325849)"
2014-08-13 21:52:54.758983,,True,31626,2014-05-20,Completed,2014-05-30,14-00745192,Rodent Baiting/Rat Complaint,3,2,4.0,Dispatch Crew,Inspected and baited,4606 S LAKE PARK AVE,60653,1185679.87671813,1874722.83703212,4,2,39,41.8113790638783,-87.5944524909686,"(41.811379063878334, -87.59445249096859)"
2014-08-13 21:52:54.758983,,True,31831,2014-06-20,Completed,2014-07-07,14-00945662,Rodent Baiting/Rat Complaint,3,6,3.0,Dispatch Crew,"No contact, left door hanger",6333 S CARPENTER ST,60621,1170400.49491693,1862817.15658733,16,7,68,41.7790553738375,-87.6508427029033,"(41.77905537383747, -87.6508427029033)"
2014-08-13 21:52:54.758983,,True,31873,2014-06-09,Completed,2014-06-18,14-00867380,Rodent Baiting/Rat Complaint,1,3,1.0,Dispatch Crew,Inspected and baited,4900 S VINCENNES AVE,60615,1180404.25797164,1872638.80590898,4,2,38,41.8057831486514,-87.6138669058024,"(41.805783148651365, -87.61386690580235)"
2014-08-13 21:52:54.758983,,True,60654,2014-03-19,Completed,2014-03-25,14-00389438,Rodent Baiting/Rat Complaint,0,2,0.0,Dispatch Crew,"No contact, left door hanger",6731 S MAY ST,60621,1169810.89412694,1860161.58122743,17,7,68,41.7717809712745,-87.6530812407006,"(41.77178097127452, -87.65308124070062)"
2014-08-13 21:52:54.758983,,True,60708,2014-02-20,Completed,2014-02-25,14-00238019,Rodent Baiting/Rat Complaint,2,5,3.0,Dispatch Crew,Inspected and baited,5125 S HARPER AVE,60615,1187155.63992208,1871350.52378201,4,2,41,41.8020902578777,-87.5891466700661,"(41.802090257877694, -87.58914667006609)"
2014-08-13 21:52:54.758983,,True,61262,2014-05-18,Completed - Dup,2014-05-22,14-00732015,Rodent Baiting/Rat Complaint,,,,,,1702 E 55TH ST,60615,1188614.83401454,1868862.74559473,5,2,41,41.7952288285336,-87.5838748451937,"(41.79522882853363, -87.58387484519375)"
2014-08-13 21:52:54.758983,,True,62154,2014-06-29,Completed,2014-07-29,14-01006813,Rodent Baiting/Rat Complaint,1,0,1.0,Dispatch Crew,Inspected and baited,242 W 59TH PL,60621,1175540.19382755,1865512.2900754,20,7,68,41.7863376238015,-87.6319195734196,"(41.786337623801494, -87.6319195734196)"
2014-08-13 21:52:54.758983,2014-08-22 00:00:00,False,63099,2014-08-04,Open,,14-01260436,Rodent Baiting/Rat Complaint,,,,,,4644 S PRAIRIE AVE,60653,1178821.86131457,1874287.74669805,3,2,38,41.810344188231,-87.6196202572667,"(41.81034418823101, -87.61962025726675)"
2014-08-13 21:52:54.758983,,True,63169,2014-07-07,Completed,2014-08-06,14-01057640,Rodent Baiting/Rat Complaint,0,9,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",6843 S MORGAN ST,60621,1170824.85099024,1859445.27706803,17,7,68,41.7697932773178,-87.6493852874557,"(41.76979327731775, -87.64938528745573)"
2014-08-13 21:52:54.758983,,True,63762,2014-04-06,Completed,2014-04-11,14-00491076,Rodent Baiting/Rat Complaint,1,8,1.0,Dispatch Crew,Inspected and baited,6956 S HALSTED ST,60621,1172168.98150471,1858732.02722621,6,7,68,41.7678065969091,-87.6444792411238,"(41.767806596909125, -87.64447924112382)"
2014-08-13 21:52:54.758983,,True,63940,2014-05-22,Completed,2014-06-20,14-00762817,Rodent Baiting/Rat Complaint,4,10,4.0,Dispatch Crew,Inspected and baited,5004 S MORGAN ST,60609,1170493.01500829,1871626.60579561,16,9,61,41.803227483525,-87.6502469074791,"(41.803227483525035, -87.65024690747906)"
2014-08-13 21:52:54.758983,,True,63965,2014-03-18,Completed,2014-03-24,14-00383117,Rodent Baiting/Rat Complaint,3,5,3.0,Dispatch Crew,No contact/gate locked; left door hanger.,4643 S LAKE PARK AVE,60653,1185908.36041923,1874471.49029822,4,2,39,41.8106839571589,-87.5936223745503,"(41.81068395715886, -87.59362237455026)"
2014-08-13 21:52:54.758983,,True,64013,2014-07-18,Completed,2014-08-04,14-01147140,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",4808 S DORCHESTER AVE,60615,1186374.6486266,1873398.6663025,4,2,39,41.8077290272197,-87.5919460481325,"(41.80772902721973, -87.59194604813254)"
2014-08-13 21:52:54.758983,,True,92573,2014-07-22,Completed,2014-08-06,14-01172111,Rodent Baiting/Rat Complaint,0,3,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5324 S MORGAN ST,60609,1170553.76401602,1869397.14007379,16,9,61,41.7971082623744,-87.6500891051996,"(41.797108262374365, -87.65008910519963)"
2014-08-13 21:52:54.758983,2014-08-22 00:00:00,False,92671,2014-07-17,Open,,14-01136794,Rodent Baiting/Rat Complaint,,,,,,4947 S MICHIGAN AVE,60615,1177993.73622225,1872252.68007647,3,2,38,41.8047786163281,-87.6227194118711,"(41.80477861632809, -87.62271941187115)"
2014-08-13 21:52:54.758983,,True,92883,2014-04-01,Completed,2014-04-09,14-00466025,Rodent Baiting/Rat Complaint,2,7,2.0,Dispatch Crew,Inspected and baited,141 E 66TH PL,60637,1178453.75262327,1861085.09370804,20,3,69,41.7741232281149,-87.621371460834,"(41.77412322811485, -87.62137146083397)"
2014-08-13 21:52:54.758983,,True,93001,2014-01-19,Completed,2014-01-23,14-00091218,Rodent Baiting/Rat Complaint,1,3,1.0,Dispatch Crew,Inspected and baited,1364 E 52ND ST,60615,1186149.4357862,1870931.7130915,4,2,41,41.8009648570155,-87.592850007603,"(41.800964857015465, -87.59285000760296)"
2014-08-13 21:52:54.758983,,True,93541,2014-07-23,Completed,2014-08-06,14-01183030,Rodent Baiting/Rat Complaint,0,6,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",6731 S MAY ST,60621,1169810.89412694,1860161.58122743,17,7,68,41.7717809712745,-87.6530812407006,"(41.77178097127452, -87.65308124070062)"
2014-08-13 21:52:54.758983,,True,93916,2014-03-20,Completed,2014-03-26,14-00399104,Rodent Baiting/Rat Complaint,0,6,0.0,Dispatch Crew,Inspected and baited,5644 S GREEN ST,60621,1171601.98362372,1867420.10581927,20,7,68,41.7916601375888,-87.6463031062456,"(41.79166013758883, -87.64630310624564)"
2014-08-13 21:52:54.758983,,True,94296,2014-08-12,Open,,14-01322379,Rodent Baiting/Rat Complaint,,,,,,5729 S PRINCETON AVE,60621,1175265.53312672,1866947.88700674,20,7,68,41.7902831957822,-87.6328837309813,"(41.790283195782244, -87.63288373098132)"
2014-08-13 21:52:54.758983,,True,94873,2014-07-09,Completed,2014-08-06,14-01081504,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",313 E 60TH ST,60637,1179200.44537372,1865294.47171455,20,3,40,41.7856571863525,-87.618505974842,"(41.78565718635249, -87.61850597484197)"
2014-08-13 21:52:54.758983,,True,95355,2014-06-20,Completed - Dup,2014-06-24,14-00948820,Rodent Baiting/Rat Complaint,,,,,,6616 S MICHIGAN AVE,60637,1178075.4300935,1861207.48530634,20,3,69,41.7744676696643,-87.6227546024811,"(41.77446766966428, -87.62275460248112)"
2014-08-13 21:52:54.758983,,True,95387,2014-01-16,Completed,2014-01-22,14-00080151,Rodent Baiting/Rat Complaint,0,1,0.0,Dispatch Crew,"No contact, left door hanger",6615 S CARPENTER ST,60621,1170451.75801834,1860949.56891347,17,7,68,41.7739293719271,-87.6507091161417,"(41.773929371927075, -87.65070911614173)"
2014-08-13 21:52:54.758983,,True,95544,2014-05-16,Completed,2014-05-28,14-00723531,Rodent Baiting/Rat Complaint,3,2,2.0,Dispatch Crew,Inspected and baited,446 E 47TH ST,60653,1180036.0457767,1873955.81112038,3,2,38,41.8094055726028,-87.6151769923538,"(41.809405572602756, -87.61517699235382)"
2014-08-13 21:52:54.758983,,True,95720,2014-06-17,Completed,2014-07-02,14-00926923,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",6120 S SANGAMON ST,60621,1171024.73376724,1864247.00938004,16,7,68,41.7829654388947,-87.6485124422252,"(41.78296543889466, -87.6485124422252)"
2014-08-13 21:52:54.758983,,True,95752,2014-08-04,Open,,14-01263831,Rodent Baiting/Rat Complaint,,,,,,6350 S INGLESIDE AVE,60637,1183808.40003187,1863439.59998281,20,3,42,41.7804608870655,-87.6016691089854,"(41.780460887065495, -87.6016691089854)"
2014-08-13 21:52:54.758983,,True,95875,2014-06-26,Completed,2014-07-29,14-00993357,Rodent Baiting/Rat Complaint,3,8,3.0,Dispatch Crew,Inspected and baited,5423 S WABASH AVE,60615,1177639.09176979,1869004.6001073,3,2,40,41.7958736203486,-87.624118370204,"(41.79587362034855, -87.62411837020397)"
2014-08-13 21:52:54.758983,,True,95877,2014-07-10,Completed,2014-08-08,14-01090300,Rodent Baiting/Rat Complaint,2,7,3.0,Dispatch Crew,Inspected and baited,5427 S WABASH AVE,60615,1177640.19176979,1868964.5001073,3,2,40,41.7957635572129,-87.6241155496516,"(41.795763557212865, -87.62411554965158)"
2014-08-13 21:52:54.758983,,True,96008,2014-07-14,Completed - Dup,2014-08-11,14-01115717,Rodent Baiting/Rat Complaint,,,,,,6012 S PRINCETON AVE,60621,1175319.05789415,1865045.64477406,20,7,68,41.7850620473823,-87.6327443068261,"(41.785062047382254, -87.6327443068261)"
2014-08-13 21:52:54.758983,,True,96009,2014-04-08,Completed,2014-04-16,14-00504773,Rodent Baiting/Rat Complaint,0,3,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",6951 S NORMAL BLVD,60621,1174149.06431373,1858823.58502664,6,7,68,41.7680140958182,-87.6372186545586,"(41.76801409581815, -87.63721865455858)"
2014-08-13 21:52:54.758983,,True,124164,2014-03-14,Completed,2014-03-25,14-00368512,Rodent Baiting/Rat Complaint,1,5,1.0,Dispatch Crew,"Backyard serviced, contact made",6532 S SANGAMON ST,60621,1171098.98859239,1861516.11852288,17,7,68,41.7754699299454,-87.6483199594067,"(41.77546992994543, -87.6483199594067)"
2014-08-13 21:52:54.758983,,True,124586,2014-04-08,Completed,2014-04-16,14-00504746,Rodent Baiting/Rat Complaint,0,3,0.0,Dispatch Crew,"Backyard serviced, contact made",6949 S NORMAL BLVD,60621,1174148.75500257,1858836.99721955,6,7,68,41.7680509073089,-87.6372193904388,"(41.768050907308925, -87.63721939043882)"
2014-08-13 21:52:54.758983,,True,125859,2014-04-28,Completed,2014-05-13,14-00611972,Rodent Baiting/Rat Complaint,2,7,2.0,Dispatch Crew,Inspected and baited,1631 E 55TH ST,60615,1188201.90999177,1868852.91599308,5,2,41,41.7952117240389,-87.5853893330335,"(41.79521172403895, -87.58538933303346)"
2014-08-13 21:52:54.758983,,True,126413,2014-02-23,Completed,2014-02-26,14-00258392,Rodent Baiting/Rat Complaint,0,6,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",1033 E 46TH ST,60653,1183914.60738831,1874721.78362949,4,2,39,41.8114176393622,-87.6009273353293,"(41.81141763936223, -87.6009273353293)"
2014-08-13 21:52:54.758983,,True,126980,2014-04-05,Completed,2014-04-16,14-00488938,Rodent Baiting/Rat Complaint,0,0,0.0,Dispatch Crew,"Area inspected, no cause and no baiting",5119 S DORCHESTER AVE,60615,1186419.38851466,1871363.69387968,4,2,41,41.802143858056,-87.5918463466881,"(41.80214385805598, -87.59184634668814)"
