start_date,end_date,current_flag,dataset_row_id,id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude
54:18.6,,TRUE,2117840,9742981,HX393420,8/16/14 15:00,053XX W ADAMS ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1522,15,29,25,6,1140977,1898858,2014,8/23/14 12:37,41.8785471,-87.7578283
54:18.6,,TRUE,2117972,9739875,HX389818,8/16/14 11:20,085XX S EXCHANGE AVE,041B,BATTERY,AGGRAVATED: OTHER FIREARM,SIDEWALK,FALSE,FALSE,423,4,10,46,04B,1197334,1848986,2014,8/23/14 12:37,41.74047272,-87.55256387
54:18.6,,TRUE,2118871,9731519,HX381516,8/10/14 5:20,020XX E 95TH ST,610,BURGLARY,FORCIBLE ENTRY,CLEANING STORE,FALSE,FALSE,431,4,7,51,5,1191693,1842343,2014,8/17/14 12:37,41.72238228,-87.57344638
54:18.6,,TRUE,2119176,9728850,HX378595,8/8/14 1:05,032XX N HOYNE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1921,19,32,5,18,1161823,1921515,2014,8/15/14 12:34,41.94031049,-87.68065281
54:18.6,,TRUE,2119630,9733360,HX383456,8/11/14 16:30,078XX S LANGLEY AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,624,6,6,69,18,1182300,1852957,2014,8/18/14 12:38,41.75173067,-87.60752339
54:18.6,,TRUE,2121025,9723391,HX373476,8/4/14 11:25,001XX S MENARD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1513,15,29,25,08B,1137784,1898843,2014,8/11/14 12:39,41.87856409,-87.76955288
54:18.6,,TRUE,2122098,9725153,HX375005,8/5/14 0:45,014XX W WEBSTER AVE,820,THEFT,$500 AND UNDER,ATHLETIC CLUB,FALSE,FALSE,1811,18,32,7,6,1166033,1914691,2014,8/12/14 12:35,41.92149606,-87.66537509
54:18.6,,TRUE,2122593,9720757,HX370508,8/1/14 17:00,055XX N WESTERN AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2011,20,40,4,6,1159298,1936526,2014,8/8/14 12:34,41.98155386,-87.68951851
54:18.6,,TRUE,2123016,9730812,HX380428,8/9/14 11:55,025XX S WHIPPLE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1033,10,12,30,08B,1156471,1887054,2014,8/16/14 12:37,41.84585647,-87.70125628
54:18.6,,TRUE,2123100,9728398,HX378029,8/7/14 16:30,014XX W 63RD ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,713,7,16,67,26,1167650,1863005,2014,8/14/14 12:38,41.7796303,-87.66092089
54:18.6,,TRUE,2123443,9728229,HX377769,8/7/14 11:42,056XX S UNION AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,FALSE,FALSE,711,7,3,68,15,1172634,1867499,2014,8/14/14 12:38,41.79185394,-87.64251658
54:18.6,,TRUE,2123484,9738767,HX388531,8/15/14 11:41,024XX W ADDISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1921,19,47,5,18,1159703,1923878,2014,8/22/14 12:36,41.94683874,-87.68837917
54:18.6,,TRUE,2123588,9720364,HX370143,8/1/14 20:50,017XX W 80TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,611,6,21,71,18,1166327,1851690,2014,8/8/14 12:34,41.7486087,-87.66609296
54:18.6,,TRUE,2123909,9736380,HX386457,8/13/14 20:00,017XX N ELSTON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1433,14,32,22,6,1166246,1912077,2014,8/20/14 12:42,41.91431853,-87.66466736
54:18.6,,TRUE,2124245,9735227,HX385371,8/13/14 5:00,001XX S BELL AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,TRUE,FALSE,1223,12,2,28,5,1161447,1899202,2014,8/20/14 12:42,41.87908981,-87.68265684
54:18.6,,TRUE,4915757,9735237,HX381534,8/10/14 7:45,022XX S ST LOUIS AVE,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1024,10,22,30,08B,1153423,1888897,2014,8/17/14 12:37,41.8509749,-87.71239335
54:18.6,,TRUE,4916180,9729974,HX379371,8/8/14 14:20,052XX N LAKE SHORE DR NB,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2024,20,48,3,11,1169989,1934695,2014,8/15/14 12:34,41.97630232,-87.65025405
54:18.6,,TRUE,4916982,9729903,HX379422,8/5/14 16:52,008XX W VAN BUREN ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,STREET,FALSE,FALSE,1232,12,2,28,26,1170931,1898351,2014,8/12/14 12:35,41.87655202,-87.64785841
54:18.6,,TRUE,4917223,9722494,HX372823,8/1/14 12:01,095XX S COTTAGE GROVE AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,511,5,9,50,6,1183526,1842087,2014,8/8/14 12:34,41.72187372,-87.60336858
54:18.6,,TRUE,4917690,9723242,HX373491,8/3/14 17:00,073XX S MAY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,733,7,17,68,14,1169966,1856016,2014,8/10/14 12:34,41.7604016,-87.65263293
54:18.6,,TRUE,4917709,9738473,HX388237,8/15/14 6:30,041XX W ADAMS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,1115,11,28,26,14,1148494,1898642,2014,8/22/14 12:36,41.87781274,-87.73023273
54:18.6,,TRUE,4918210,9726506,HX376004,8/6/14 3:00,061XX S ELIZABETH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,713,7,16,67,6,1168950,1864170,2014,8/13/14 12:36,41.78279921,-87.65612129
54:18.6,,TRUE,4918269,9736556,HX386658,8/13/14 23:55,018XX N WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1434,14,1,22,14,1160028,1912420,2014,8/20/14 12:42,41.91539051,-87.68750181
54:18.6,,TRUE,4919274,9727040,HX376524,8/6/14 13:50,048XX W NORTH AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,2533,25,37,25,6,1143847,1910159,2014,8/13/14 12:36,41.90950505,-87.74700656
54:18.6,,TRUE,4919714,9728304,HX377905,8/7/14 15:15,010XX W LELAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1914,19,46,3,18,1168253,1931338,2014,8/14/14 12:38,41.96712841,-87.65673548
54:18.6,,TRUE,4919821,9736325,HX386416,8/13/14 19:42,085XX S PHILLIPS AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,423,4,7,46,24,1193945,1848750,2014,8/20/14 12:42,41.73990882,-87.56498827
54:18.6,,TRUE,4921144,9742095,HX392409,8/17/14 21:13,032XX W 63RD ST,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,823,8,15,66,5,1155544,1862621,2014,8/24/14 12:37,41.77882774,-87.7053136
54:18.6,,TRUE,4921202,9722939,HX373269,8/1/14 8:09,011XX W 73RD ST,330,ROBBERY,AGGRAVATED,SIDEWALK,FALSE,FALSE,733,7,17,68,3,1169802,1856349,2014,8/8/14 12:34,41.76131896,-87.65322435
54:18.6,,TRUE,4923359,9740955,HX391325,8/16/14 22:30,062XX W BLOOMINGDALE AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,PARK PROPERTY,FALSE,FALSE,2513,25,29,25,04B,1134770,1911356,2014,8/23/14 12:37,41.91295519,-87.78032371
54:18.6,,TRUE,4923884,9724332,HX374543,8/5/14 3:43,055XX S ASHLAND AVE,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,TRUE,FALSE,713,7,16,67,24,1166662,1867816,2014,8/12/14 12:35,41.79285342,-87.6644058
54:18.6,,TRUE,4924146,9737432,HX387213,8/1/14 10:00,008XX W MADISON ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,FALSE,FALSE,1224,12,27,28,11,1171034,1900296,2014,8/15/14 12:34,41.88188698,-87.64742315
54:18.6,,TRUE,4924232,9737469,HX387110,8/14/14 11:30,009XX N PINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1524,15,37,25,14,1139374,1906030,2014,8/21/14 12:36,41.89825732,-87.76353941
54:18.6,,TRUE,4924244,9731016,HX380949,8/9/14 17:30,085XX S INGLESIDE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,632,6,8,44,6,1184002,1848648,2014,8/16/14 12:37,41.73986675,-87.60142073
54:18.6,,TRUE,4924289,9731806,HX381954,8/9/14 23:00,043XX W ARMITAGE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2534,25,31,20,6,1146848,1912889,2014,8/16/14 12:37,41.91693963,-87.73591222
54:18.6,,TRUE,4924592,9725453,HX375393,8/5/14 9:00,003XX N BELL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1223,12,27,28,7,1161390,1902269,2014,8/12/14 12:35,41.88750711,-87.68278076
54:18.6,,TRUE,4925023,9721799,HX371971,8/3/14 4:30,012XX N CLARK ST,820,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,1821,18,42,8,6,1175277,1908420,2014,8/10/14 12:34,41.90408556,-87.6315991
54:18.6,,TRUE,4925148,9739593,HX389591,8/15/14 23:30,030XX N WOLCOTT AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1931,19,32,5,7,1163112,1919971,2014,8/22/14 12:36,41.93604664,-87.67595882
54:18.6,,TRUE,4925149,9728097,HX377663,8/7/14 12:07,0000X W 79TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,623,6,17,44,08B,1177096,1852582,2014,8/14/14 12:38,41.75082052,-87.62660479
54:18.6,,TRUE,4925616,9731987,HX381774,8/10/14 11:30,006XX E GRAND AVE,810,THEFT,OVER $500,OTHER,FALSE,FALSE,1834,18,42,8,6,1180773,1904096,2014,8/17/14 12:37,41.89209519,-87.6115448
54:18.6,,TRUE,4926050,9738612,HX388350,8/15/14 9:00,087XX S MANISTEE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,423,4,7,46,08B,1196191,1847520,2014,8/22/14 12:36,41.73647828,-87.55680007
54:18.6,,TRUE,2125471,9722623,HX372998,8/3/14 22:45,068XX S CRANDON AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,331,3,5,43,08A,1192549,1859839,2014,8/10/14 12:34,41.77037203,-87.56974232
54:18.6,,TRUE,2125836,9733539,HX383705,8/11/14 17:15,020XX W GRANVILLE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,FALSE,2413,24,40,2,26,1161674,1941131,2014,8/18/14 12:38,41.99414081,-87.68065122
54:18.6,,TRUE,2126309,9722474,HX372866,8/3/14 20:37,036XX N CLARK ST,560,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,1923,19,44,6,08A,1168211,1924262,2014,8/10/14 12:34,41.94771252,-87.65709522
54:18.6,,TRUE,2126805,9730608,HX380332,8/8/14 23:00,003XX S KEDZIE AVE,320,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,FALSE,TRUE,1124,11,28,27,3,1155134,1898402,2014,8/15/14 12:34,41.87702353,-87.70585861
54:18.6,,TRUE,2127438,9723713,HX373647,8/3/14 21:30,039XX W MADISON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1122,11,28,26,08B,1150321,1899767,2014,8/10/14 12:34,41.88086444,-87.72349503
54:18.6,,TRUE,2127798,9733594,HX383742,8/11/14 19:35,016XX S ST LOUIS AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1021,10,24,29,18,1153344,1891645,2014,8/18/14 12:38,41.8585173,-87.71261039
54:18.6,,TRUE,2128321,9728669,HX378412,8/7/14 10:05,023XX W VAN BUREN ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,FALSE,1225,12,2,28,20,1160757,1898149,2014,8/14/14 12:38,41.87621461,-87.6852196
54:18.6,,TRUE,2129013,9739933,HX389897,8/15/14 14:15,064XX S NASHVILLE AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,812,8,23,64,08A,1133484,1861325,2014,8/22/14 12:36,41.77568491,-87.78621917
54:18.6,,TRUE,2129502,9725540,HX375505,8/5/14 11:00,001XX N WOOD ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1223,12,27,28,5,1164346,1900969,2014,8/12/14 12:35,41.8838778,-87.67196224
54:18.6,,TRUE,2129759,9728718,HX378366,8/7/14 12:00,043XX N BROADWAY,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,1915,19,46,3,6,1168954,1928956,2014,8/14/14 12:38,41.96057691,-87.65422742
54:18.6,,TRUE,2130138,9733769,HX384007,8/12/14 2:00,030XX W BELMONT AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,1411,14,33,21,18,1155340,1921078,2014,8/19/14 12:37,41.93924431,-87.70449184
54:18.6,,TRUE,2130240,9728262,HX377771,8/7/14 0:01,015XX N BOSWORTH AVE,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,1433,14,1,24,6,1165817,1910325,2014,8/14/14 12:38,41.9095201,-87.66629349
54:18.6,,TRUE,2130753,9728775,HX378438,8/7/14 21:15,012XX N MONTICELLO AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,2535,25,26,23,3,1151846,1908176,2014,8/14/14 12:38,41.90390971,-87.71767376
54:18.6,,TRUE,2130959,9739113,HX388947,8/15/14 17:00,049XX N PULASKI RD,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1712,17,39,14,08B,1148879,1932403,2014,8/22/14 12:36,41.97044858,-87.72794392
54:18.6,,TRUE,2131714,9734471,HX384526,8/12/14 14:00,025XX W 66TH ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,832,8,15,66,24,1160475,1860843,2014,8/19/14 12:37,41.77384842,-87.687285
54:18.6,,TRUE,2131820,9732690,HX382790,8/11/14 7:45,007XX E 79TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,624,6,6,44,08B,1182671,1852751,2014,8/18/14 12:38,41.75115679,-87.60617024
54:18.6,,TRUE,2131875,9728353,HX377930,8/7/14 15:07,013XX N SPRINGFIELD AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,2535,25,30,23,18,1150169,1908880,2014,8/14/14 12:38,41.90587442,-87.72381546
54:18.6,,TRUE,2132233,9740597,HX390814,8/17/14 2:40,044XX S ASHLAND AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,924,9,12,61,04B,1166372,1875474,2014,8/24/14 12:37,41.81387405,-87.66525093
54:18.6,,TRUE,2133895,9720810,HX370600,8/1/14 19:00,003XX S DEARBORN ST,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,113,1,2,32,6,1175949,1898726,2014,8/8/14 12:34,41.8774696,-87.62942282
54:18.6,,TRUE,2134231,9726946,HX376537,8/6/14 12:55,014XX N ASHLAND AVE,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,RESIDENCE,FALSE,FALSE,1433,14,1,24,26,1165506,1909582,2014,8/13/14 12:36,41.90748789,-87.66745716
54:18.6,,TRUE,2134739,9739681,HX389696,8/15/14 20:00,054XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,231,2,3,40,14,1178928,1868912,2014,8/22/14 12:36,41.79559024,-87.61939474
54:18.6,,TRUE,2135082,9731680,HX381588,8/10/14 9:00,043XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,924,9,12,61,14,1165698,1875812,2014,8/17/14 12:37,41.81481591,-87.66771362
54:18.6,,TRUE,2135115,9726002,HX375998,8/5/14 5:00,016XX E 93RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,413,4,8,48,14,1188718,1843595,2014,8/12/14 12:35,41.72588944,-87.58430333
54:18.6,,TRUE,4926596,9731087,HX380870,8/9/14 17:30,026XX W 21ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1023,10,28,30,15,1158918,1889927,2014,8/16/14 12:37,41.85369052,-87.69219724
54:18.6,,TRUE,4926746,9740568,HX390846,8/17/14 2:46,033XX W 47TH ST,2022,NARCOTICS,POSS: COCAINE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,821,8,14,58,18,1154612,1873308,2014,8/24/14 12:37,41.80817304,-87.70844563
54:18.6,,TRUE,4927146,9730466,HX380119,8/9/14 2:40,004XX W KINZIE ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,1831,18,42,8,04B,1173540,1902898,2014,8/16/14 12:37,41.8889717,-87.63814384
54:18.6,,TRUE,4927282,9742122,HX392434,8/17/14 2:00,041XX W 26TH ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,1013,10,22,30,04B,1148987,1886435,2014,8/24/14 12:37,41.84430572,-87.72873817
54:18.6,,TRUE,4927937,9724021,HX374233,8/3/14 19:30,021XX N BELL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1432,14,32,22,7,1161010,1914701,2014,8/10/14 12:34,41.92162938,-87.68383057
54:18.6,,TRUE,4928379,9733434,HX383577,8/11/14 18:55,056XX W CHICAGO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1511,15,29,25,18,1138823,1904745,2014,8/18/14 12:38,41.89474114,-87.76559445
54:18.6,,TRUE,4929078,9734964,HX385129,8/12/14 20:30,045XX W BYRON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1731,17,38,16,14,1145326,1925499,2014,8/19/14 12:37,41.9515716,-87.7411841
54:18.6,,TRUE,4929304,9720696,HX370518,8/2/14 5:05,058XX S WABASH AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,232,2,20,40,6,1177676,1866199,2014,8/9/14 12:36,41.78817394,-87.62406791
54:18.6,,TRUE,4929650,9735592,HX385600,8/9/14 20:00,044XX W WEST END AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,1113,11,28,26,11,1146851,1900648,2014,8/16/14 12:37,41.88334896,-87.73621423
54:18.6,,TRUE,4929768,9734261,HX384315,8/11/14 23:00,022XX N LISTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1432,14,32,22,14,1163380,1914974,2014,8/18/14 12:38,41.92232893,-87.67511488
54:18.6,,TRUE,4929829,9728762,HX378451,8/7/14 22:33,012XX S LAKE SHORE DR E,1330,CRIMINAL TRESPASS,TO LAND,CONSTRUCTION SITE,TRUE,FALSE,132,1,2,33,26,1178827,1895068,2014,8/14/14 12:38,41.86736658,-87.61896749
54:18.6,,TRUE,4929972,9741203,HX391633,8/17/14 18:29,076XX S COLES AVE,1661,GAMBLING,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,421,4,7,43,19,1196472,1855030,2014,8/24/14 12:37,41.75707933,-87.55552189
54:18.6,,TRUE,4930590,9731103,HX381026,8/9/14 19:17,052XX N SHERIDAN RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,2023,20,48,77,6,1168740,1934786,2014,8/16/14 12:37,41.97657926,-87.65484445
54:18.6,,TRUE,4931470,9738590,HX388404,8/15/14 10:40,001XX N LA SALLE ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,122,1,42,32,26,1175065,1901613,2014,8/22/14 12:36,41.88541155,-87.63258204
54:18.6,,TRUE,4932246,9724212,HX374403,8/4/14 13:30,042XX W FULLERTON AVE,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,2524,25,31,20,3,1147684,1915658,2014,8/11/14 12:39,41.92452201,-87.73276949
54:18.6,,TRUE,4932346,9733829,HX384010,8/12/14 2:00,048XX W CORNELIA AVE,1020,ARSON,BY FIRE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1634,16,38,15,9,1143284,1922867,2014,8/19/14 12:37,41.94438762,-87.74875653
54:18.6,,TRUE,4932873,9726899,HX376451,8/5/14 10:00,036XX W FLOURNOY ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,1133,11,24,27,11,1152110,1896740,2014,8/12/14 12:35,41.87252295,-87.71700573
54:18.6,,TRUE,4933077,9740126,HX390176,8/14/14 15:05,026XX N DAYTON ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1935,19,43,7,6,1170115,1917911,2014,8/21/14 12:36,41.93024367,-87.65028263
54:18.6,,TRUE,4933090,9731737,HX381847,8/10/14 12:35,024XX E 79TH ST,2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,422,4,7,46,18,1194054,1853028,2014,8/17/14 12:37,41.75164533,-87.56444886
54:18.6,,TRUE,4933262,9734812,HX384956,8/8/14 15:20,030XX W 26TH ST,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,1033,10,12,30,6,1156291,1886547,2014,8/15/14 12:34,41.84446884,-87.70193055
54:18.6,,TRUE,4933552,9733494,HX383499,8/10/14 16:30,0000X E OAK ST,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,1824,18,42,8,6,1176201,1907249,2014,8/17/14 12:37,41.90085149,-87.62824041
54:18.6,,TRUE,4934627,9728686,HX378331,8/7/14 20:00,001XX N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,6,1176392,1900920,2014,8/14/14 12:38,41.88348008,-87.62773003
54:18.6,,TRUE,4935376,9740754,HX391096,8/17/14 10:30,008XX W CHICAGO AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,FALSE,FALSE,1213,12,27,24,11,1170896,1905624,2014,8/24/14 12:37,41.89651038,-87.64777357
54:18.6,,TRUE,4936458,9731546,HX381512,8/10/14 4:30,086XX S STONY ISLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,412,4,8,45,26,1188260,1848237,2014,8/17/14 12:37,41.73863849,-87.58583332
54:18.6,,TRUE,2136092,9730237,HX379945,8/8/14 22:15,048XX W CHICAGO AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1531,15,28,25,26,1143720,1904828,2014,8/15/14 12:34,41.89487858,-87.74760683
54:18.6,,TRUE,2136470,9738166,HX388042,8/14/14 23:12,042XX S WELLS ST,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,925,9,3,37,04B,1175359,1876909,2014,8/21/14 12:36,41.81761536,-87.63224309
54:18.6,,TRUE,2137178,9729329,HX377814,8/7/14 13:45,007XX E 81ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,631,6,6,44,08B,1182767,1851501,2014,8/14/14 12:38,41.74772443,-87.60585718
54:18.6,,TRUE,2137179,9724321,HX374524,8/5/14 3:01,058XX S CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,824,8,16,63,14,1158675,1865582,2014,8/12/14 12:35,41.78688982,-87.69375427
54:18.6,,TRUE,2137542,9722309,HX372556,8/3/14 15:16,076XX S CICERO AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,833,8,13,65,6,1145766,1853739,2014,8/10/14 12:34,41.75464436,-87.74138513
54:18.6,,TRUE,2137751,9739339,HX389243,8/15/14 13:00,050XX S ARTESIAN AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,FALSE,923,9,14,63,20,1160926,1871003,2014,8/22/14 12:36,41.80171951,-87.68535102
54:18.6,,TRUE,2138838,9733820,HX383946,8/12/14 0:28,051XX S CALUMET AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CHA APARTMENT,FALSE,FALSE,231,2,3,40,04B,1179327,1870910,2014,8/19/14 12:37,41.80106383,-87.61787062
54:18.6,,TRUE,2139046,9739752,HX389810,8/11/14 7:30,055XX W OHIO ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1523,15,37,25,6,1139236,1903383,2014,8/18/14 12:38,41.89099614,-87.76411078
54:18.6,,TRUE,2139092,9733886,HX384053,8/12/14 5:50,074XX S SOUTH SHORE DR,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,334,3,7,43,26,1195844,1856455,2014,8/19/14 12:37,41.76100519,-87.55777628
54:18.6,,TRUE,2139378,9737994,HX387836,8/13/14 4:00,021XX W 22ND PL,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1034,10,25,31,6,1162231,1889005,2014,8/20/14 12:42,41.85109194,-87.68006305
54:18.6,,TRUE,2139693,9731858,HX381920,8/10/14 14:40,055XX N MARMORA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1622,16,45,11,08B,1135846,1936803,2014,8/17/14 12:37,41.98276528,-87.77576251
54:18.6,,TRUE,2141708,9741991,HX392404,8/17/14 5:00,071XX S COLES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,334,3,7,43,14,1194022,1858321,2014,8/24/14 12:37,41.76617052,-87.56439275
54:18.6,,TRUE,2141805,9722073,HX372299,8/2/14 7:00,036XX N RECREATION DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARK PROPERTY,FALSE,FALSE,1925,19,46,6,14,1172016,1924754,2014,8/9/14 12:36,41.94897935,-87.6430945
54:18.6,,TRUE,2143858,9736648,HX386736,8/14/14 1:45,007XX W BELMONT AVE,330,ROBBERY,AGGRAVATED,SIDEWALK,FALSE,FALSE,1925,19,44,6,3,1170501,1921505,2014,8/21/14 12:36,41.94009731,-87.64875872
